date,raw_date,excel_row,sample_no,instrument_batch_index,instrument_no,sample_id,sample_name,match_method,reference,variant_name,variant_error,calculated,confidence,confidence_level,baseline_mode,cluster_quality_score,rt_shift,best_window,omega_omega3_trio,omega_omega3_trio_strict,omega_omega3_trio_corrected,omega_total_area,omega_effective_total_area,omega_epa_area,omega_dha_area,omega_dpa_area,omega_epa_neighbor_area,omega_epa_overlap_credit_area,omega_epa_effective_area,omega_epa_overlap_fraction,omega_epa_overlap_model_applied,omega_epa_overlap_extra_scale,omega_c22_overlap_source_area,omega_c22_overlap_credit_area,omega_c22_overlap_fraction,omega_c22_overlap_legacy_fraction,omega_c22_overlap_model_fraction,omega_c22_overlap_model_applied,omega_c22_reference_ratio,omega_c22_width_scale,omega_c18_denominator_scale,C20_5_area,C20_5_found_rt,C20_5_width,C20_5_status,C22_5_area,C22_5_found_rt,C22_5_width,C22_5_status,C22_6_area,C22_6_found_rt,C22_6_width,C22_6_status,C20_3N8_area,C20_3N8_found_rt,C20_3N8_width,C20_3N8_status,C22_4_area,C22_4_found_rt,C22_4_width,C22_4_status,C18_1N9C_area,C18_1N9C_found_rt,C18_1N9C_width,C18_1N9C_status,C18_2N6C_area,C18_2N6C_found_rt,C18_2N6C_width,C18_2N6C_status,C18_3N3_area,C18_3N3_found_rt,C18_3N3_width,C18_3N3_status,delta
01032026,01032026,1,1,1,1,1110012152,O1_1110012152.D,instrument_no,8.0,current_pipeline,,7.98547935473075,61.0,Проверить руками,asls_shape_fallback,50.0,-0.0069999999999998674,101,7.98547935473075,7.119526726338956,7.98547935473075,23235.998529335455,23235.998529335455,452.45857989657316,1052.098724120054,149.73582141113735,336.66715123918493,0.0,452.45857989657316,0.0,False,1.0,367.4351063570442,201.21273999785913,0.547614358336072,0.8424836282093415,,False,0.4075163717906584,0.65,1.0,452.45857989657316,8.41,0.0389999999999997,matched_c20_local_baseexpand,149.73582141113735,9.278333333333334,0.01633333333333198,matched_c22_rule,1052.098724120054,9.245,0.035333333333332106,matched_c22_rule_baseexpand,336.66715123918493,8.466,0.05500000000000149,matched_c20_local,367.4351063570442,9.303666666666668,0.04133333333333411,matched_c22_rule,3371.227900069136,7.621333333333334,0.03200000000000003,matched_c18_rule_baseexpand,4947.9157030043825,7.587666666666666,0.03366666666666607,matched_rt_baseexpand,138.36958442254493,7.652,0.013000000000000789,matched_c18_rule,-0.014520645269249677
01032026,01032026,1,1,1,1,1110012152,O1_1110012152.D,instrument_no,8.0,chebyshev_q05,,8.239157271776136,55.0,Проверить руками,chebyshev_q05,50.0,-0.002999999999999864,101,8.239157271776136,7.333209825308079,8.239157271776136,24062.669024814633,24062.669024814633,491.5889722978982,1106.8795754636872,166.09746139748518,381.19302548566293,0.0,491.5889722978982,0.0,False,1.0,401.17967445013375,217.99513558236833,0.5433852945844218,0.8359773762837257,,False,0.41402262371627435,0.65,1.0,491.5889722978982,8.41,0.0389999999999997,matched_c20_local_baseexpand,166.09746139748518,9.278333333333334,0.01633333333333198,matched_c22_rule,1106.8795754636872,9.245,0.04466666666666619,matched_c22_rule_baseexpand,381.19302548566293,8.466,0.05599999999999916,matched_c20_local_baseexpand,401.17967445013375,9.303333333333335,0.04033333333333289,matched_c22_rule_baseexpand,3527.8385036005166,7.621333333333334,0.03200000000000003,matched_c18_rule_baseexpand,5098.498868070843,7.587666666666666,0.03433333333333266,matched_rt_baseexpand,192.58025690452286,7.652,0.012666666666667048,matched_c18_rule,0.23915727177613633
01032026,01032026,1,1,1,1,1110012152,O1_1110012152.D,instrument_no,8.0,chebyshev_q12,,8.238779613449312,55.0,Проверить руками,chebyshev_q12,50.0,-0.002999999999999864,101,8.238779613449312,7.332893641334779,8.238779613449312,24058.566128397135,24058.566128397135,491.36661048413134,1106.7651917400906,166.05726360133465,380.8868119926999,0.0,491.36661048413134,0.0,False,1.0,401.0835655260498,217.94317564904796,0.5433859534064924,0.8359783898561421,,False,0.4140216101438578,0.65,1.0,491.36661048413134,8.41,0.0389999999999997,matched_c20_local_baseexpand,166.05726360133465,9.278333333333334,0.01633333333333198,matched_c22_rule,1106.7651917400906,9.245,0.04466666666666619,matched_c22_rule_baseexpand,380.8868119926999,8.466,0.05599999999999916,matched_c20_local_baseexpand,401.0835655260498,9.303333333333335,0.04033333333333289,matched_c22_rule_baseexpand,3527.5503983153503,7.621333333333334,0.03200000000000003,matched_c18_rule_baseexpand,5098.186204141411,7.587666666666666,0.03433333333333266,matched_rt_baseexpand,192.46749147106897,7.652,0.012666666666667048,matched_c18_rule,0.23877961344931187
01032026,01032026,1,1,1,1,1110012152,O1_1110012152.D,instrument_no,8.0,asls_direct,,7.98547935473075,61.0,Проверить руками,asls_direct,50.0,-0.0069999999999998674,101,7.98547935473075,7.119526726338956,7.98547935473075,23235.998529335455,23235.998529335455,452.45857989657316,1052.098724120054,149.73582141113735,336.66715123918493,0.0,452.45857989657316,0.0,False,1.0,367.4351063570442,201.21273999785913,0.547614358336072,0.8424836282093415,,False,0.4075163717906584,0.65,1.0,452.45857989657316,8.41,0.0389999999999997,matched_c20_local_baseexpand,149.73582141113735,9.278333333333334,0.01633333333333198,matched_c22_rule,1052.098724120054,9.245,0.035333333333332106,matched_c22_rule_baseexpand,336.66715123918493,8.466,0.05500000000000149,matched_c20_local,367.4351063570442,9.303666666666668,0.04133333333333411,matched_c22_rule,3371.227900069136,7.621333333333334,0.03200000000000003,matched_c18_rule_baseexpand,4947.9157030043825,7.587666666666666,0.03366666666666607,matched_rt_baseexpand,138.36958442254493,7.652,0.013000000000000789,matched_c18_rule,-0.014520645269249677
01032026,01032026,1,1,1,1,1110012152,O1_1110012152.D,instrument_no,8.0,arpls_direct,,8.114508676491907,50.0,Ручная проверка,arpls_direct,50.0,-0.007999999999999868,51,8.114508676491907,7.252434331742604,8.114508676491907,24181.106752436524,24181.106752436524,492.04177813166746,1086.6925831705553,174.9845266068131,378.68709894885774,0.0,492.04177813166746,0.0,False,1.0,396.55268908753834,208.45911758919638,0.5256782347608274,0.8087357457858884,,False,0.44126425421411164,0.65,1.0,492.04177813166746,8.409333333333334,0.0389999999999997,matched_c20_local_baseexpand,174.9845266068131,9.278,0.018000000000000682,matched_c22_rule,1086.6925831705553,9.245,0.037666666666666515,matched_c22_rule_baseexpand,378.68709894885774,8.466,0.05599999999999916,matched_c20_local_baseexpand,396.55268908753834,9.303333333333335,0.04066666666666663,matched_c22_rule_baseexpand,3486.4113910546826,7.621333333333334,0.030666666666666842,matched_c18_rule_baseexpand,5099.156119665122,7.588,0.0346666666666664,matched_rt_baseexpand,433.5166137896057,7.649333333333333,0.041666666666666075,matched_c18_rule_baseexpand,0.11450867649190677
01032026,01032026,2,2,2,2,1110012154,O2_1110012154.D,instrument_no,7.7,current_pipeline,,7.897010113882096,54.0,Ручная проверка,asls_shape_fallback,50.0,-0.003999999999999865,101,7.897010113882096,7.2811726441267375,7.897010113882096,19778.896653648662,19778.896653648662,418.9886960793291,827.4926531351149,193.654263241121,273.1163904143542,0.0,418.9886960793291,0.0,False,1.0,304.83831114349016,121.80585669735711,0.39957529039065565,0.6147312159856241,,False,0.6352687840143759,0.65,1.0,418.9886960793291,8.408333333333333,0.03866666666666596,matched_c20_rule_baseexpand,193.654263241121,9.276666666666667,0.03133333333333432,matched_c22_rule_baseexpand,827.4926531351149,9.243333333333334,0.044333333333334224,matched_c22_rule,273.1163904143542,8.465,0.05466666666666775,matched_c20_rule,304.83831114349016,9.307,0.04133333333333411,matched_c22_rule,3129.108644064763,7.620333333333333,0.03200000000000003,matched_c18_rule_baseexpand,4455.591420317591,7.586666666666667,0.033666666666666956,matched_rt_baseexpand,99.09136733524429,7.6513333333333335,0.012000000000000455,matched_c18_rule,0.19701011388209544
01032026,01032026,2,2,2,2,1110012154,O2_1110012154.D,instrument_no,7.7,chebyshev_q05,,8.058846419521629,54.0,Ручная проверка,chebyshev_q05,50.0,-0.004999999999999866,101,8.058846419521629,7.388761987205148,8.058846419521629,20606.83613622227,20606.83613622227,453.5559463921951,859.9502466669505,209.08388213969994,309.14930452311944,0.0,453.5559463921951,0.0,False,1.0,337.215660717043,138.0832009417925,0.4094803920084181,0.6299698338591048,,False,0.6200301661408952,0.65,1.0,453.5559463921951,8.408333333333333,0.03999999999999915,matched_c20_rule_baseexpand,209.08388213969994,9.276666666666667,0.02833333333333421,matched_c22_rule_baseexpand,859.9502466669505,9.243333333333334,0.044333333333334224,matched_c22_rule,309.14930452311944,8.464666666666666,0.0556666666666672,matched_c20_rule_baseexpand,337.215660717043,9.300666666666668,0.03999999999999915,matched_c22_rule_baseexpand,3269.2837520160483,7.620333333333333,0.03200000000000003,matched_c18_rule_baseexpand,4592.471235323463,7.586666666666667,0.03433333333333355,matched_rt_baseexpand,289.5504156856542,7.651,0.04733333333333345,matched_c18_rule,0.35884641952162877
01032026,01032026,2,2,2,2,1110012154,O2_1110012154.D,instrument_no,7.7,chebyshev_q12,,8.057718363477491,54.0,Ручная проверка,chebyshev_q12,50.0,-0.004999999999999866,101,8.057718363477491,7.3877343121553025,8.057718363477491,20602.97528397149,20602.97528397149,453.3155544168892,859.7923653856147,208.98515457633414,308.8237790327131,0.0,453.3155544168892,0.0,False,1.0,337.0793833539427,138.03664850046127,0.40950783500015764,0.6300120538463964,,False,0.6199879461536036,0.65,1.0,453.3155544168892,8.408333333333333,0.03999999999999915,matched_c20_rule_baseexpand,208.98515457633414,9.276666666666667,0.02833333333333421,matched_c22_rule_baseexpand,859.7923653856147,9.243333333333334,0.044333333333334224,matched_c22_rule,308.8237790327131,8.464666666666666,0.0556666666666672,matched_c20_rule_baseexpand,337.0793833539427,9.300666666666668,0.03999999999999915,matched_c22_rule_baseexpand,3269.025343418246,7.620333333333333,0.03200000000000003,matched_c18_rule_baseexpand,4592.192192982406,7.586666666666667,0.03433333333333355,matched_rt_baseexpand,289.17194246307554,7.651,0.04733333333333345,matched_c18_rule,0.357718363477491
01032026,01032026,2,2,2,2,1110012154,O2_1110012154.D,instrument_no,7.7,asls_direct,,7.897010113882096,54.0,Ручная проверка,asls_direct,50.0,-0.003999999999999865,101,7.897010113882096,7.2811726441267375,7.897010113882096,19778.896653648662,19778.896653648662,418.9886960793291,827.4926531351149,193.654263241121,273.1163904143542,0.0,418.9886960793291,0.0,False,1.0,304.83831114349016,121.80585669735711,0.39957529039065565,0.6147312159856241,,False,0.6352687840143759,0.65,1.0,418.9886960793291,8.408333333333333,0.03866666666666596,matched_c20_rule_baseexpand,193.654263241121,9.276666666666667,0.03133333333333432,matched_c22_rule_baseexpand,827.4926531351149,9.243333333333334,0.044333333333334224,matched_c22_rule,273.1163904143542,8.465,0.05466666666666775,matched_c20_rule,304.83831114349016,9.307,0.04133333333333411,matched_c22_rule,3129.108644064763,7.620333333333333,0.03200000000000003,matched_c18_rule_baseexpand,4455.591420317591,7.586666666666667,0.033666666666666956,matched_rt_baseexpand,99.09136733524429,7.6513333333333335,0.012000000000000455,matched_c18_rule,0.19701011388209544
01032026,01032026,2,2,2,2,1110012154,O2_1110012154.D,instrument_no,7.7,arpls_direct,,8.055998910126185,49.0,Ручная проверка,arpls_direct,50.0,-0.004999999999999866,101,8.055998910126185,7.395881632325486,8.055998910126185,20532.477267103448,20532.477267103448,455.48751074188476,857.0769743404471,205.993229776778,310.02428944917915,0.0,455.48751074188476,0.0,False,1.0,331.61111305299255,135.53843000065075,0.408727044014931,0.6288108369460477,,False,0.6211891630539523,0.65,1.0,455.48751074188476,8.408333333333333,0.03999999999999915,matched_c20_rule_baseexpand,205.993229776778,9.276666666666667,0.02833333333333421,matched_c22_rule_baseexpand,857.0769743404471,9.243333333333334,0.044333333333334224,matched_c22_rule,310.02428944917915,8.464666666666666,0.0556666666666672,matched_c20_rule_baseexpand,331.61111305299255,9.300666666666668,0.03999999999999915,matched_c22_rule_baseexpand,3262.632701980144,7.620333333333333,0.03200000000000003,matched_c18_rule_baseexpand,4587.41336614569,7.586666666666667,0.03433333333333355,matched_rt_baseexpand,276.07285992939154,7.651,0.04733333333333345,matched_c18_rule,0.3559989101261847
